city_name,latitude,longitude,capital,population,country_id
Ayacucho,-37.1333,-58.4667,0,17364,8.0
G`uzor,38.6208,66.2481,0,17253,145.0
Wohlen,47.3506,8.2778,0,16078,131.0
Ampere,-25.915,-53.4728,0,17308,25.0
Domont,49.0275,2.3267,0,15504,
Sohtha,25.6449,87.3068,0,16291,
Pital,10.6024,-84.2474,0,17318,39.0
Stockach,47.8514,9.0114,0,17118,
East finchley,51.5902,-0.1753,0,15989,
Sudipen,16.9,120.4667,0,17187,109.0
South ogden,41.1722,-111.9576,0,17363,
Saint-maximin-la-sainte-baume,43.4533,5.8619,0,17095,
Penn,39.7994,-76.9642,0,17361,
Freiberg am neckar,48.9333,9.2,0,16153,
Krasnoslobodsk,48.7,44.5667,0,17327,113.0
Diepholz,52.6072,8.3711,0,17192,
Guryevsk,54.7833,20.6167,0,17295,113.0
Tonj,7.28,28.68,0,17340,126.0
Sao domingos do prata,-19.865,-42.9678,0,17327,25.0
Saviano,40.9167,14.5167,0,16182,
Souto soares,-12.0889,-41.6378,0,17332,25.0
Gussago,45.6,10.15,0,16681,
Shumikha,55.2333,63.3,0,17336,113.0
Muniz freire,-20.4639,-41.4128,0,17319,25.0
Volgorechensk,57.4439,41.1592,0,16539,113.0
Jaguaruna,-28.615,-49.0258,0,17290,25.0
Cajamarca,4.4167,-75.5,0,17309,36.0
Hrubieszow,50.8167,23.8833,0,16832,110.0
Pecel,47.4893,19.3354,0,16952,64.0
Camocim de sao felix,-8.3589,-35.7619,0,17104,25.0
Nederweert,51.2833,5.75,0,17171,
Tiogollo,10.3333,-74.6667,0,17308,36.0
Betroka,-23.2683,46.1044,0,17327,85.0
Tekanpur,25.994,78.2832,0,16926,
Finnentrop,51.1731,7.9725,0,17173,
Amboanjo,-22.0,47.85,0,17000,85.0
Wilton,43.1502,-73.7276,0,17333,
Banabuiu,-5.31,-38.9208,0,17315,25.0
San casciano in val di pesa,43.6569,11.1858,0,17171,
Bareggio,45.4667,8.9833,0,17304,
Przasnysz,53.0167,20.8833,0,16662,110.0
Uryzhar,47.09,81.6228,0,17320,74.0
Pisaflores,21.1933,-99.005,0,17214,91.0
Gonegandla,15.717,77.6,0,16691,
Yizhu,23.3565,120.2235,0,17104,133.0
Urandi,-14.7708,-42.655,0,17301,25.0
Handlova,48.7272,18.7619,0,17119,
Holmdel,40.3768,-74.1725,0,17317,
Hayange,49.3297,6.0619,0,16005,
Heysham,54.046,-2.894,0,17016,
Sundarpur,26.3037,84.8581,0,15591,
Mount holly,35.3136,-81.0073,0,17315,
Noordwijkerhout,52.2667,4.5,0,16605,
Sawankhalok,17.3099,99.8263,0,17148,135.0
Svalyava,48.5472,22.9861,0,17234,142.0
Peso da regua,41.1653,-7.7764,0,17131,
Attur,8.3224,77.2558,0,16184,
Pindorama,-21.1858,-48.9069,0,17216,25.0
Ambares-et-lagrave,44.9247,-0.4867,0,16636,
Konigstein im taunus,50.1833,8.4667,0,16648,
Kaatsheuvel,51.6667,5.0667,0,16600,
Achaljamu,24.0243,85.8306,0,16826,
Braunau am inn,48.2583,13.0333,0,17095,
Cruz do espirito santo,-7.14,-35.0858,0,17212,25.0
Linnei,23.7591,120.6184,0,16856,133.0
Aubange,49.5667,5.805,0,16927,
Lyepyel,54.875,28.6944,0,17280,17.0
Rustampur,25.57,85.3061,0,16123,
Mohanpur,25.562,85.5917,0,15966,
Tomas oppus,10.25,124.9833,0,16990,109.0
Gokarna,24.0306,88.1181,0,16198,
Altena,51.3,7.6667,0,16922,
Mont-organise,19.4,-71.7833,0,17189,61.0
Boerne,29.7847,-98.7292,0,17290,
Nunna,16.5788,80.6841,0,16354,
Kangaba,11.9333,-8.4167,0,17232,
Amesbury,42.853,-70.9446,0,17286,
Toledo,7.3131,-72.4875,0,17283,36.0
Rentachintala,16.5524,79.5529,0,16523,
Poing,48.1667,11.8167,0,16042,
Streetsboro,41.2396,-81.3456,0,17282,
Carovigno,40.7,17.6667,0,17120,
Raspur patasia,25.5616,85.5245,0,15374,
Sitamau,24.0147,75.3532,0,17013,
Tecolotlan,20.2024,-104.0504,0,17257,91.0
Milledgeville,33.0874,-83.2414,0,17278,
Pecanha,-18.5489,-42.5569,0,17260,25.0
Bermeo,43.42,-2.7264,0,16784,
Podporozhye,60.9,34.2,0,17270,113.0
Shahritus,37.2667,68.1333,0,17200,134.0
Salesopolis,-23.5319,-45.8458,0,17252,25.0
Kinel'-cherkassy,53.4683,51.4775,0,17252,113.0
Shongzhy,43.5417,79.4703,0,17263,74.0
Stuart,27.1959,-80.2444,0,17269,
Peka,-28.9667,27.7667,0,17161,80.0
Bom sucesso,-21.0328,-44.7578,0,17243,25.0
Grojec,51.8656,20.8675,0,17037,110.0
Semra,26.6523,85.0872,0,15338,
Chandia,23.6565,80.7091,0,17088,
Guoxing,24.055,120.87,0,17168,133.0
West columbia,33.9932,-81.0936,0,17265,
Baymak,52.5833,58.3167,0,17254,113.0
Erba,45.8167,9.2167,0,16346,
Middlesex centre,43.05,-81.45,0,17262,32.0
Bakarpur ogairah,25.3294,87.5138,0,16106,
Beckley,37.7877,-81.1841,0,17261,
Lerida,4.9,-74.9167,0,17197,36.0
Kodikulam,9.9932,79.2007,0,16803,
Eggenstein-leopoldshafen,49.0778,8.3925,0,16625,
Fulshear,29.693,-95.8804,0,17259,
Piranga,-20.685,-43.3,0,17232,25.0
Mula,38.0419,-1.4906,0,17231,
Xintangcun,23.9423,116.7865,0,17100,35.0
Talsint,32.5398,-3.4408,0,16166,93.0
Calnali,20.9,-98.5833,0,17163,91.0
Ambohipihaonana,-19.4333,47.4167,0,17000,85.0
Tamallalt,31.8289,-7.5261,0,16539,93.0
Cacimba de dentro,-6.6419,-35.79,0,17149,25.0
Kamavarapukota,17.0033,81.1953,0,16790,
Picarras,-26.75,-48.6667,0,17078,25.0
Villa isabela,19.82,-71.05,0,17169,46.0
Saint ives,52.3344,-0.0761,0,16815,
Pinehurst,35.1922,-79.4684,0,17250,
Ilaka atsinanana,-19.5531,48.8408,0,17120,85.0
Bawgalegyi,18.9144,96.7856,0,17237,95.0
El rosario,13.5,-89.0333,0,16784,48.0
Minakami,36.6786,138.9991,0,17223,72.0
Minamichita,34.7151,136.9298,0,16805,72.0
El segundo,33.917,-118.4018,0,17243,
Fort thomas,39.0801,-84.4518,0,17241,
Murray,36.6146,-88.3207,0,17241,
Sao joao dos poleiros,-5.1139,-43.81,0,17238,25.0
Mohacs,45.9959,18.6798,0,17089,64.0
Cham,49.2167,12.65,0,17029,
Caqueza,4.4053,-73.9478,0,17048,36.0
Pollensa,39.8772,3.0164,0,17126,
Ribeiropolis,-10.5389,-37.4361,0,17173,25.0
Clemson,34.6837,-82.8124,0,17238,
Cukurca,37.247,43.613,0,17216,139.0
Glenvar heights,25.709,-80.3155,0,17237,
Camano,48.1865,-122.4708,0,17235,
Inverness,46.2,-61.1,0,17235,32.0
Masse,7.1578,2.5436,0,16902,19.0
Hirna,9.2167,41.1,0,16726,51.0
Penzberg,47.75,11.3833,0,16586,
Barnia,23.7311,88.4329,0,16350,
Sada,43.35,-8.25,0,16627,
Terre neuve,19.6,-72.7833,0,17045,61.0
Ustka,54.5833,16.85,0,15812,110.0
Cestas,44.7444,-0.6822,0,17053,
Chuarrancho,14.8167,-90.5167,0,17057,59.0
Elbeuf,49.2858,1.0083,0,16224,
Guadarrama,40.6728,-4.0889,0,16921,
Nayakanhatti,14.4644,76.5451,0,17016,
Dour,50.3979,3.7807,0,16716,
Huruta,8.15,39.35,0,16922,51.0
Xianxi,24.1334,120.4589,0,16310,133.0
Aabenraa,55.0444,9.4181,0,16401,44.0
Tsuiki,33.6561,131.0562,0,17067,72.0
Pozoblanco,38.3833,-4.85,0,17156,
Santa maria das barreiras,-8.855,-49.7219,0,17206,25.0
Kozienice,51.5833,21.5667,0,17075,110.0
Marienberg,50.6333,13.15,0,17097,
Sayarpuram,8.6822,78.0265,0,16857,
Math lohiyar,26.6247,84.7072,0,16119,
Condeixa-a-nova,40.1167,-8.5,0,17078,
Barrington,41.7443,-71.3145,0,17201,
Fiorano modenese,44.5333,10.8167,0,17099,
Shoufeng,23.8667,121.5167,0,17119,133.0
Aracagi,-6.8528,-35.3808,0,17122,25.0
Lebanon,40.0324,-86.4551,0,17196,
Santana do cariri,-7.1878,-39.7369,0,17170,25.0
Balmazujvaros,47.6167,21.35,0,17109,64.0
Mebane,36.0852,-79.2736,0,17192,
Itirapina,-22.2528,-47.8228,0,17160,25.0
Karratha,-20.7364,116.8464,0,17013,11.0
Saran,47.9514,1.8803,0,16357,
Stony plain,53.5264,-114.0069,0,17189,32.0
Jicin,50.4367,15.3517,0,16551,42.0
Petawawa,45.9,-77.2833,0,17187,32.0
Ramayampet,18.1166,78.4298,0,16899,
Campagna,40.6667,15.1,0,17169,
Brzesko,49.9667,20.6167,0,16819,110.0
Canudos,-9.9639,-39.1639,0,17177,25.0
Sedan,49.7019,4.9403,0,16193,
Lagoa formosa,-18.7789,-46.4078,0,17161,25.0
Rio linda,38.6875,-121.4417,0,17181,
Azaourisse,6.6944,2.5075,0,16883,19.0
Adustina,-10.5328,-38.1,0,17153,25.0
Saluzzo,44.6453,7.4906,0,16958,
Rio pomba,-21.275,-43.1789,0,17110,25.0
Borda da mata,-22.2739,-46.165,0,17118,25.0
Konstantinovsk,47.5667,41.0833,0,17160,113.0
Babenhausen,49.9667,8.95,0,16920,
Sidi daoud,36.85,3.85,0,16900,3.0
Bloemhof,-27.65,25.59,0,17122,
Knaresborough,54.0084,-1.467,0,15441,
Stafford,29.6271,-95.5654,0,17170,
Traiguen,-38.25,-72.6833,0,17164,34.0
Elias fausto,-23.0428,-47.3739,0,17085,25.0
Ganeshpur,25.7678,87.3587,0,16175,
Burbaliq,40.3247,71.3692,0,16600,145.0
Fairview park,41.4419,-81.853,0,17167,
Brixham,50.394,-3.516,0,16825,
Hannibal,39.7098,-91.3939,0,17165,
El reno,35.5429,-97.966,0,17164,
Danville,37.6418,-84.7777,0,17164,
Urucara,-2.5358,-57.76,0,17163,25.0
Penamaluru,16.4681,80.7194,0,15371,
Dilasag,16.4,122.2167,0,17102,109.0
Gubin,51.95,14.7167,0,17150,110.0
Canon city,38.443,-105.2203,0,17157,
Kruibeke,51.1667,4.3,0,16657,
Defiance,41.2813,-84.3657,0,17155,
West lampeter,39.9947,-76.256,0,17155,
Benesov,49.7828,14.6886,0,16804,42.0
Kusa,55.35,59.45,0,17136,113.0
Sao vicente ferrer,-7.5908,-35.4908,0,17000,25.0
Anosibe-ifanja,-18.8667,46.75,0,17000,85.0
Ejea de los caballeros,42.1292,-1.1372,0,17124,
Douar lamjaara,34.6147,-5.2887,0,16899,93.0
Sa`adat shahr,30.0775,53.1331,0,17131,67.0
Manlin,23.663,101.8853,0,16921,35.0
Capistrano,-4.47,-38.9008,0,17062,25.0
Jaboticatubas,-19.5139,-43.745,0,17134,25.0
Belterra,-2.6358,-54.9369,0,17145,25.0
Broxburn,55.934,-3.471,0,15440,
Ignacio de la llave,18.6618,-95.9721,0,17105,91.0
Amarante,-6.2408,-42.855,0,17135,25.0
Hinsdale,41.8007,-87.9273,0,17148,
Lerum,57.7667,12.3,0,16855,130.0
Ginatilan,9.6,123.35,0,16906,109.0
Sidi yakoub,31.6667,-7.0667,0,17054,93.0
Gainesville,33.639,-97.1487,0,17146,
Pinas,-3.6806,-79.6806,0,16981,
Shahkot,31.08,75.34,0,16641,
Livinjipuram,8.1535,77.5719,0,16736,
Xixinzhuangzhen,37.0165,111.4908,0,16839,35.0
San juan del sur,11.2533,-85.8708,0,17104,98.0
Castellaneta,40.6333,16.9333,0,17069,
Xinlong,18.9534,108.68,0,17047,35.0
Basarh,25.9808,85.1285,0,15330,
Zvenyhorodka,49.0833,30.9667,0,17078,142.0
Pontalina,-17.5258,-49.4489,0,17121,25.0
Gurh,24.5026,81.5004,0,16434,
Avenel,40.5842,-74.2716,0,17132,
Bhit bhagwanpur,26.116,86.355,0,15660,
Rancho mirage,33.7635,-116.4271,0,17129,
Landerneau,48.4508,-4.2494,0,15918,
Kronach,50.2411,11.3281,0,16874,
Long'e,25.8061,109.2134,0,16928,35.0
Nandigaon,17.119,78.2564,0,16752,
Geddes,43.0762,-76.2252,0,17123,
Rotselaar,50.9511,4.7108,0,16678,
Wadi halfa',21.8,31.35,0,17121,128.0
Lakhipur,26.2897,90.2281,0,16562,
Svitavy,49.756,16.4683,0,16601,42.0
San giovanni in fiore,39.2642,16.7003,0,17059,
Bargteheide,53.7167,10.2667,0,16109,
Tolongoina,-21.55,47.5167,0,17000,85.0
Kibungan,16.6939,120.6539,0,17051,109.0
Navalmoral de la mata,39.8983,-5.5403,0,17010,
Preetz,54.2367,10.2822,0,16005,
Mandritsara,-15.8333,48.8167,0,17000,85.0
Villeneuve-loubet,43.6581,7.1214,0,16285,
Eppelborn,49.4022,6.9706,0,16767,
Podalakur,14.3667,79.7333,0,16662,
Espartinas,37.3833,-6.1167,0,16401,
Yangi mirishkor,38.8514,65.2778,0,17000,145.0
Anosivelo,-22.7333,47.7667,0,17000,85.0
Tagounite,29.9833,-5.5667,0,17103,93.0
Ferndale,39.1869,-76.6331,0,17113,
Nidgundi,16.7,75.53,0,16901,
Taxtako`pir,43.0225,60.2886,0,17100,145.0
Tifton,31.4624,-83.5203,0,17112,
Nea makri,38.0833,23.9833,0,16670,
Pelham,43.0333,-79.3333,0,17110,32.0
Aurora,41.3118,-81.345,0,17108,
Famy,14.4333,121.45,0,16791,109.0
Kezmarok,49.1336,20.4264,0,16481,
Abelardo luz,-26.565,-52.3278,0,17100,25.0
Oswego,43.4516,-76.5005,0,17105,
Resplendor,-19.3258,-41.255,0,17089,25.0
Nova canaa,-14.7939,-40.1419,0,17082,25.0
Knemis dades,31.309,-6.028,0,17045,93.0
Analanampotsy,-17.1667,49.4833,0,16987,85.0
Thandla,23.0096,74.5775,0,16744,
El socorro,8.9936,-65.7456,0,17097,147.0
Xinying,35.706,104.1824,0,17018,35.0
Leczyca,52.05,19.2,0,15593,110.0
Bargur,12.5429,78.3574,0,16608,
Yabuki,37.2013,140.3386,0,16823,72.0
Conyers,33.6646,-83.9966,0,17101,
Ilakatra,-22.35,47.6667,0,17000,85.0
Tullinge,59.2,17.9,0,16000,130.0
Mahires,34.5333,10.5,0,15878,138.0
San esteban,-32.7992,-70.5803,0,17090,34.0
Croata,-4.4,-40.9108,0,17069,25.0
Safety harbor,28.008,-82.6964,0,17093,
Chopadandi,18.5833,79.1667,0,16459,
Carmopolis de minas,-20.5408,-44.635,0,17048,25.0
Ramachandrapuran,17.3,78.17,0,15381,
Stone,52.9,-2.15,0,16385,
Macatuba,-22.5022,-48.7114,0,17013,25.0
Sallanches,45.9364,6.6319,0,16831,
Ghonchi,39.9589,69.1369,0,17000,134.0
Fundao,-19.9328,-40.4069,0,17025,25.0
Terrell,32.734,-96.2931,0,17083,
Martinsicuro,42.8833,13.9167,0,15992,
Iluppur,10.5137,78.6216,0,16719,
Gainesville,38.7931,-77.6347,0,17081,
Piera,41.5222,1.7494,0,16787,
Sadabe,-18.6333,47.7,0,17000,85.0
Shklow,54.2236,30.2864,0,17064,17.0
Hindarx,40.07,47.2047,0,16998,12.0
Gavrilov-yam,57.3167,39.85,0,17057,113.0
Ambondromisotra,-20.3333,46.9167,0,17000,85.0
Miqiao,35.4991,108.2949,0,16886,35.0
Groves,29.9457,-93.9164,0,17078,
Oulad amrane,32.2833,-9.2333,0,16979,93.0
Xiulin,24.2167,121.5333,0,17068,133.0
Menzelinsk,55.7333,53.1167,0,17055,113.0
Torre maggiore,41.6833,15.2833,0,17069,
Mauguio,43.6164,4.0075,0,16735,
Los lunas,34.8115,-106.7803,0,17072,
Dhulkot,21.6095,75.5522,0,16896,
Mullanwala,31.0619,74.8228,0,16628,
Ban cho ho,15.0311,102.1381,0,16527,135.0
Druzhba,41.2222,61.3067,0,16800,145.0
Agua fria,-11.8669,-38.7669,0,17043,25.0
Schwarzenberg,50.5453,12.7792,0,16723,
Denville,40.889,-74.4893,0,17068,
Holzkirchen,47.8833,11.7,0,16722,
Stanley,53.7145,-1.476,0,15314,
Annonay,45.24,4.6708,0,16297,
Tortum,40.2981,41.6325,0,17054,139.0
Santo tomas de janico,19.4,-70.8,0,16993,46.0
Grottammare,42.9897,13.8658,0,16166,
Gunzenhausen,49.1147,10.7542,0,16860,
Turinsk,58.0333,63.7,0,17060,113.0
Milanoa,-13.5833,49.7833,0,17000,85.0
Ambohitrolomahitsy,-18.7,47.6833,0,17000,85.0
Pokrov,55.9117,39.1847,0,17025,113.0
Capela,-9.4075,-36.0736,0,16979,25.0
Hosakote,14.2817,77.1742,0,16868,
Tsarahonenana,-15.4833,48.4833,0,17000,85.0
Sahamadio,-20.3,47.4,0,17000,85.0
Selwyn,44.4167,-78.3333,0,17060,32.0
Bruckmuhl,47.8833,11.9167,0,16724,
Aricak,38.5644,40.1339,0,17028,139.0
Seltso,53.3678,34.0978,0,16554,113.0
Khutauna,26.4969,86.3959,0,16197,
Sendurai,10.3934,78.2517,0,16728,
Zafra,38.4167,-6.4167,0,16786,
Asten,51.4,5.75,0,16817,
Vedelago,45.6833,12.0167,0,16781,
Ettaiyapuram,9.1474,77.9928,0,16888,
Sughrain,25.746,86.325,0,16001,
Filiasi,44.4,23.52,0,16900,112.0
Befotaka,-14.5333,48.0167,0,17000,85.0
Norwalk,41.2443,-82.6088,0,17048,
Pelitli,40.9833,39.8,0,15503,139.0
Sint-kruis,51.2117,3.25,0,15892,
Khed,17.7189,73.3969,0,16892,
San miguelito,11.4025,-84.9003,0,17031,98.0
Dzitbalche,20.3167,-90.05,0,17000,91.0
Ambohitsimanova,-19.95,47.1167,0,17000,85.0
Antsahavaribe,-13.9833,49.6167,0,17000,85.0
Marofoty,-22.9333,43.5667,0,17000,85.0
Manombo atsimo,-22.95,43.4667,0,17000,85.0
Ambolidibe atsinanana,-15.1,48.8,0,17000,85.0
Bykhaw,53.5167,30.25,0,17031,17.0
Ashwaubenon,44.4796,-88.0889,0,17042,
Antanimora atsinanana,-24.8167,45.6667,0,17000,85.0
Lazarivo,-23.9,44.95,0,17000,85.0
Etrotroka,-22.8833,47.6,0,17000,85.0
Seeheim-jugenheim,49.7667,8.65,0,16451,
Ambila,-21.9833,47.95,0,17000,85.0
Dongjiangshui,33.3792,104.9516,0,16816,35.0
Dacaozhuang,37.5546,114.9316,0,16709,35.0
Retiro,6.0572,-75.5025,0,16974,36.0
Valencia,-0.9525,-79.3531,0,16983,
Ankarongana,-15.4167,48.9167,0,17000,85.0
Cernavoda,44.3381,28.0336,0,17022,112.0
Santa maria,-26.6833,-66.0333,0,17030,8.0
Andranofasika,-16.3833,46.9,0,16971,85.0
Costa marques,-12.445,-64.2272,0,17031,25.0
Haslemere,51.09,-0.712,0,16826,
Liuchuan,26.6549,108.5876,0,16950,35.0
Marosangy,-21.0,48.3,0,17000,85.0
Guben,51.9533,14.7167,0,16656,
Namyslow,51.0728,17.7069,0,16942,110.0
Lakhaura,26.7522,84.9647,0,15164,
West hempfield,40.0564,-76.4632,0,17028,
Montagu,-33.7833,20.1167,0,15176,
Batuco,-33.2308,-70.8089,0,16784,34.0
Bytow,54.1333,17.5,0,16888,110.0
Myrtle grove,30.4158,-87.3027,0,17023,
Beahitse,-24.1667,44.4333,0,17000,85.0
Ad dulu`iyah,34.05,44.2,0,17000,68.0
Scordia,37.3,14.85,0,16919,
Swansea,41.7571,-71.212,0,17020,
Kompalle,17.4993,78.4583,0,15575,
Ramnagar,26.0773,86.8387,0,16152,
Isoanala,-23.8333,45.7167,0,17000,85.0
Samarate,45.6167,8.7833,0,16018,
Huntington,40.881,-85.5063,0,17018,
Rosario oeste,-14.8358,-56.4278,0,17016,25.0
Garagoa,5.0833,-73.3667,0,16944,36.0
Middelfart,55.4986,9.7444,0,16277,44.0
Lentate sul seveso,45.6784,9.1219,0,15878,
Marahom,33.8303,75.0832,0,16015,
Liuguoju,38.2571,110.3597,0,16929,35.0
Usgao,15.4333,74.0667,0,16354,
Kesath,25.4208,84.2414,0,16390,
San juan lalana,17.4667,-95.8833,0,16972,91.0
Penamiller,21.0519,-99.815,0,17007,91.0
Ratan,25.4349,86.6432,0,15259,
Aiuaba,-6.5739,-40.1239,0,16997,25.0
Springfield,40.6994,-74.3254,0,17004,
Lamas,-6.4167,-76.5333,0,16871,108.0
Jericoacoara,-2.7939,-40.5128,0,17002,25.0
Ashmyany,54.425,25.9375,0,16979,17.0
Kelheim,48.9167,11.8667,0,16779,
Guisborough,54.535,-1.0563,0,16979,
Piriyapatna,12.3365,76.0792,0,16685,
Chettinayakkanpatti,10.394,77.9754,0,16354,
Bristol,36.6181,-82.1604,0,16996,
Malta,42.9853,-73.7879,0,16996,
Steffisburg,46.7667,7.6333,0,15816,131.0
Osowa,54.4272,18.4708,0,15843,110.0
Guadalupe victoria,19.2833,-97.3333,0,16923,91.0
Grangemouth,56.012,-3.717,0,16650,
Seara,-27.1489,-52.3108,0,16936,25.0
Bhainsoda,24.4427,75.8403,0,16818,
Vari,37.8333,23.8,0,15855,
Areia branca,-10.7578,-37.315,0,16857,25.0
Escoublac,47.2858,-2.3922,0,16255,
Asthanwan,25.2215,85.6262,0,15486,
Sonapur,25.3561,86.2082,0,15746,
Cessnock,-32.8342,151.3555,0,15177,11.0
Belle glade,26.6916,-80.6656,0,16983,
Middletown,41.5175,-71.2769,0,16983,
Mattoon,39.4774,-88.3623,0,16982,
Aklanpa,8.1684,2.232,0,16895,19.0
Giaveno,45.042,7.352,0,16747,
Azeffoun,36.8961,4.4204,0,16847,3.0
Belaur,25.4477,84.6473,0,15789,
Jilotepec,19.6113,-96.9224,0,16682,91.0
Reinheim,49.8269,8.8308,0,16385,
Abington,42.118,-70.959,0,16974,
Tourlaville,49.6408,-1.5789,0,16040,
Erumad,11.5681,76.2608,0,16678,
Loyalist,44.25,-76.75,0,16971,32.0
Santa teresa,11.8039,-86.1639,0,16891,98.0
Heumen,51.7833,5.85,0,16569,
Khirpai,22.711,87.6174,0,16384,
Flowing wells,32.2937,-111.011,0,16965,
Ambohimanambola,-18.95,47.6,0,16418,85.0
Northallerton,54.3378,-1.4285,0,15741,
Domchanch,24.4748,85.6921,0,16552,
Ripon,54.138,-1.524,0,16274,
Kalundborg,55.6814,11.085,0,16490,44.0
Belo,25.8747,86.8855,0,15576,
Marion,37.7345,-88.942,0,16960,
Tobre,10.2,2.1333,0,16912,19.0
Acoyapa,11.9708,-85.1719,0,16946,98.0
Terra santa,-2.1039,-56.4869,0,16949,25.0
La rinconada,-14.6325,-69.4458,0,16907,108.0
Mateszalka,47.95,22.3167,0,16576,64.0
Sarioglan,39.0833,35.9833,0,16938,139.0
La sierpe,21.7606,-79.2433,0,16937,40.0
Riemst,50.8089,5.6019,0,16665,
San jacinto amilpas,17.1006,-96.7625,0,15720,91.0
Cerro azul,-24.8239,-49.2608,0,16938,25.0
Pran buri,12.3939,99.9159,0,16851,135.0
Bek'oji,7.5833,39.3333,0,16730,51.0
Krapkowice,50.4667,17.9667,0,16721,110.0
Live oak,36.986,-121.9804,0,16948,
Fetromby,-18.5833,48.9167,0,16894,85.0
Kolluru,16.1833,80.8,0,16079,
Vadugappatti,10.1036,77.5731,0,16337,
Damascus,39.2701,-77.1957,0,16945,
Vatutine,49.0167,31.0667,0,16888,142.0
Telua,26.6396,84.5108,0,15143,
America dourada,-11.455,-41.4358,0,16923,25.0
San jose de chiquitos,-17.85,-60.75,0,16942,22.0
Siloam springs,36.1844,-94.5315,0,16944,
Findikli,41.1333,41.0167,0,16902,139.0
Ban thung tam sao,6.9581,100.3207,0,16344,135.0
Mohanur,11.0594,78.1397,0,16457,
Bad worishofen,48.0058,10.5969,0,16648,
Dera,8.3333,39.3167,0,16731,51.0
Tubaran,7.7167,124.1667,0,16896,109.0
Iziaslav,50.1167,26.8,0,16901,142.0
Bellingham,42.0777,-71.4741,0,16934,
Shelbyville,38.2067,-85.2292,0,16932,
Neratovice,50.2593,14.5177,0,16138,42.0
Westervoort,51.9667,5.9667,0,15014,
Kaukauna,44.2773,-88.2641,0,16929,
Dormentes,-8.4469,-40.7708,0,16917,25.0
Hennebont,47.8042,-3.2789,0,16062,
Severinia,-20.8089,-48.8028,0,16806,25.0
Turhapatti,26.8511,84.4522,0,15455,
Agrate brianza,45.5833,9.35,0,15540,
Bogatynia,50.9069,14.9569,0,16647,110.0
Ratba,34.7833,-4.9333,0,16825,93.0
Kodala,19.6243,84.9408,0,16295,
Rio bueno,-40.3167,-72.9667,0,16909,34.0
Beldanga,24.8106,87.8864,0,15265,
Dehaqan,31.94,51.6478,0,16899,67.0
Sahpur,25.7035,85.1483,0,15273,
Shahba,32.8542,36.6292,0,16745,132.0
Calhoun,34.491,-84.9386,0,16920,
Takhatgarh,25.33,73.0,0,16729,
West haven,41.2083,-112.0541,0,16918,
Cinnaminson,40.0008,-74.993,0,16915,
Tsundupalle,13.9809,78.9152,0,16779,
Sao caetano de odivelas,-0.75,-48.02,0,16891,25.0
Easton,38.776,-76.0701,0,16912,
Dilijan,40.7408,44.8631,0,16600,9.0
Japaratuba,-10.5928,-36.94,0,16864,25.0
Upper gwynedd,40.2144,-75.2891,0,16910,
Farmingville,40.839,-73.0404,0,16909,
Zhukovka,53.5333,33.7333,0,16878,113.0
Masif sarsink,37.0333,43.3333,0,16766,68.0
Morteros,-30.7,-62.0,0,16890,8.0
Burstadt,49.6333,8.45,0,16430,
Kumage,34.0495,131.969,0,16666,72.0
Oyodo,34.3906,135.7897,0,16469,72.0
Katsuura,35.15,140.3167,0,16723,72.0
Tichi,36.6675,5.1601,0,16546,3.0
Trzcianka,53.05,16.4667,0,16831,110.0
Sao pedro do sul,40.75,-8.0667,0,16851,
Alfajayucan,20.4,-99.35,0,16859,91.0
Ichhawar,23.2278,77.2666,0,16749,
Vincennes,38.6759,-87.5102,0,16892,
Hajdunanas,47.85,21.4333,0,16828,64.0
Mitrapur,24.4371,87.9666,0,15452,
Tongluo,24.4833,120.7833,0,16676,133.0
Montbrison,45.6075,4.0653,0,15915,
Alto santo,-5.5208,-38.2719,0,16876,25.0
Bonito,-11.9658,-41.2669,0,16884,25.0
Hunfeld,50.6667,9.7667,0,16748,
'ain abessa,36.3,5.295,0,16770,3.0
Roxana,10.3586,-83.6738,0,16790,39.0
Mount vernon,40.3854,-82.4737,0,16885,
Posoltega,12.5447,-86.9792,0,16771,98.0
Janakkala,60.9167,24.65,0,16853,
Bridgeview,41.7403,-87.8067,0,16883,
Marbach am neckar,48.9333,9.25,0,16008,
La quiaca,-22.1042,-65.5972,0,16874,8.0
Tawargeri,15.7667,76.5333,0,16647,
Leini,45.1846,7.7133,0,16375,
Stara l'ubovna,49.3094,20.6789,0,16348,
Sobrado de paiva,41.0333,-8.2667,0,16733,
Hohenems,47.3667,9.6667,0,16317,
Medicina,44.4833,11.6333,0,16768,
Khaniadhana,25.0298,78.1271,0,16605,
Bina,26.0792,86.6326,0,15079,
Meiti,24.3517,94.3422,0,16847,
Kajur,24.8768,85.292,0,16104,
Boysun,38.2,67.2,0,16732,145.0
Boden,65.8256,21.6906,0,16847,130.0
Quepem,15.22,74.07,0,16596,
Midland,44.75,-79.8833,0,16864,32.0
Villa rica,33.7294,-84.9177,0,16863,
Upper saucon,40.5364,-75.4084,0,16863,
Este,45.2333,11.6667,0,16364,
Jask,25.6439,57.7744,0,16860,67.0
Pendleton,45.6757,-118.8201,0,16861,
Sin-le-noble,50.3631,3.1131,0,15522,
Belaya glina,46.0833,40.8583,0,16838,113.0
El escorial,40.5817,-4.1258,0,16618,
Meghauna,25.6904,86.3809,0,15506,
Colwood,48.4236,-123.4958,0,16859,32.0
